product_name,product_price,installment_price,free_shipment
 La Guarida Del Horror Marvel Deluxe Pasta Dura ,650.0,64.21,True
 Lote 21 Cómics Variados Marvel Y Dc Por 450 Con Envío Gratis ,450.0,37.5,True
 Karmatron Y Los Transformables Lote 10 Comics Nueva Epoca -4 ,500.0,,True
 Guantelete Del Infinito Marvel Deluxe Pasta Dura ,650.0,64.21,True
 Dark Nights Metal Resistance Portada 1 Dc Deluxe Pasta Dura ,640.0,63.23,True
 Clasicos Ilustrados Infantiles 1a Edicion La Prensa '55-56 ,150.0,14.82,False
 Dc Comics Deluxe The World's Greatest Super Heroes Alex Ros ,499.0,41.58,True
 Primeras Tres Apariciones De Irón Man Marvel ,650.0,64.21,True
 Libro: Orgullo Y Prejuicio Autor: Jane Austen ,157.0,,True
" X-men The Age Of Apocalypse Vol.1, 2 Y 3 Marvel Omnibus ",2000.0,197.58,True
 Scott Pilgrim Tapa Blanda Varios Números Kamite Color ,270.0,26.67,False
 Comic Remate Saga X-men The Age Of Apocalipse Tres Tomos ,1199.0,99.92,True
 Batman Dark Knight Master Race Dk3 Dc Deluxe Pasta Dura ,650.0,64.21,True
 Colección Looney Tunes Milenio Nueva Sin Abrir ,3000.0,250.0,True
 Super Mario Bros Donkey Kong Funda De Almohada De 40 X 50cm ,239.0,23.61,True
 Inuyasha Mini Cojin ,55.0,,False
 Daredevil Born Again Volver A Nacer Marvel Monster Edition ,600.0,59.28,True
 Comic Back To The Future Saga 01 Al 11 Nuevos Sellados ,549.0,45.75,True
 Punk Rock Jesus (vertigo Cómics México) ,540.0,45.0,True
 {español] Dc Semanal: He-man/thundercats #6 (de 6) ,49.0,,False
 Dc Comics Batman Y Robin All Star Lote 9 Tomos Vid Español ,499.0,41.58,True
 Marvel Zombies 1 Y 2 Marvel Cómics Grande Eventos Env Gratis ,470.0,39.17,True
 Injustice Gods Among Us Año 2 Dc Deluxe Pasta Dura ,590.0,58.29,True
 Cómic Marvel Deluxe Daredevil: Born Again Tapa Dura Sellado ,499.0,41.58,True
 [español] Justice League No Justice #1 ,49.0,,False
 [español] Justice League No Justice #2 ,49.0,,False
 Comic La Muerte De Superman Edicion Deluxe Español Sellado ,599.0,49.92,True
 Calendario 2018 Portadas Dc Comics Batman Superman Flash ,199.0,19.66,False
 The Dark Knight Saga Pasta Dura Español Editorial Televisa ,699.0,69.06,True
 Symbiote Spider-man Completa Con Variantes Televisa 2019 ,480.0,47.42,False
" Batman, Superman,crisis Final, Dc Tomo Unico Editorial Vid ",449.0,44.36,False
 The Sandman Overture Neil Gaiman Vertigo Deluxe Pasta Dura ,600.0,59.28,True
 Comic Dc Comics Absolute The Multiversity Grant Morrison ,449.0,37.42,False
 Comic Marvel Deluxe Spider-verse Tomo 1 Nuevo Y Sellado ,599.0,49.92,True
" Milenio, Coco El Poder De La Música #1 Al #11 Cada Uno Por ",229.0,22.62,False
 Comic 300 Dark Horse Books Kamite Nuevo Sellado Ganador ,499.0,49.3,True
 Sandman Vol.10 El Velorio Pasta Dura Vertigo Neil Gaiman ,470.0,46.43,False
 Marvel Deluxe The Superior Spider-man Vol. 3 Pasta Dura ,410.0,40.5,False
 Loz Avengers Brickheadz - Marvel - Hulk ,99.0,,False
 Batman Sins Of The Father Completo Dc Comic Televisa 2019 ,465.0,45.94,False
 Thanos Gana Thanos Vol.10 Marvel Monster Edition ,450.0,44.46,False
 Death Note Funda De Almohada Shinigamis ,99.0,,False
 Sandman Vol.8 El Fin De Los Mundos Vertigo Neil Gaiman ,470.0,46.43,False
 Daredevil The Man Without Fear Deluxe Pasta Dura ,399.0,39.42,False
 House Of M Vol.1 Variante Marvel Omnibus ,410.0,40.5,False
 Hellblazer Vol.1 Habitos Peligrosos (vol.1 Al 6) Vertigo Tpb ,300.0,29.64,False
 Comic Batiseñal Metalica Escala Tamaño Grande Original ,899.0,74.92,True
 Funko Pennywise Con Brazo De Sangre 543 ,419.0,41.39,True
 Superior Spider-man Vol.4 Marvel Aventuras ,300.0,29.64,False
 Cyclops Wolverine And The X-men ,160.0,,False
 Príncipe Valiente Tomo Año 1939 De Hal Foster ,350.0,34.58,False
 Born Again Daredevil Pasta Blanda Editorial Televisa ,290.0,28.65,False
 Funko Pop Harry Potter With Marauders Map ,425.0,41.99,True
 Justice League Y Power Rangers Serie Completa Dc Televisa ,350.0,34.58,False
 Comic Lady Mechanika 6 Tomos 00 - 05 Saga Completa Aprovecha ,369.0,30.75,True
 Watamote Funda De Almohada Cojin Tomoko Kuroki ,199.0,,False
 Comic Marvel Monster Edition Infinity Countdown Libro 11 ,399.0,33.25,False
 Funko Pop! Pennywise With Spider Legs It Piernas De Araña ,389.0,38.43,True
 Tiempos Oscuros 1 Star Wars Vol.27 Planeta De Agostini ,345.0,34.08,False
 Siege El Asedio Marvel Omnibus ,400.0,39.52,False
 Deadpool Mata El Universo Marvel Otra Vez Completo Televisa ,270.0,26.67,False
 Libro Rubius Virtual Hero Comic Youtuber Elrubiusomg Nuevo ,149.0,,False
 Funko Pop Animales Fantasticos Grindelwald Thestral 17 ,389.0,38.43,True
 Comic Marvel Monster Infinity Wars Libro 12 Español ,349.0,29.08,False
 Funko Pop Fantastic Beasts Animales Fantásticos Pickett ,399.0,39.42,True
 Cómic Marvel Monster Edition Spider-man City At War Gamer ,269.0,22.42,False
 Comic Marvel Monster Infinity Parte Dos Libro 8 Español ,349.0,29.08,False
 Marvel Monster Edition The Infinity War ,599.0,59.18,True
 La Antigua Republica 6 Star War Vol.18 Planeta De Agostini ,315.0,31.12,False
 Swamp Thing Vol.4 Alan Moore Vertigo ,300.0,29.64,False
 Comic Marvel Deluxe Generations Los Heroes Del Presente! ,299.0,24.92,True
" Enciclopedia Historia Visual Dc 1,2,3,4z,5,6,7,8 Nuevos ",200.0,19.76,False
 Funko Pop Pacha Las Locuras Del Emperador Envío Gratis ,319.0,31.51,True
 The Amazing Spider-man One More Day Marvel Best Sellers ,300.0,29.64,False
 Comic Dc Universe Rebirth El Boton Completo Cuatro Tomos ,299.0,24.92,False
 Comic Universe Rebirth Flash Volumen 1 El Rayo Golpea Dos ,249.0,20.75,False
 Comic The Walking Dead Tomo 28 Una Ruina Segura ,229.0,19.08,False
 Doctor Strange The Oath Portada 2 Marvel Monster Edition ,300.0,29.64,False
 Scooby Apocalypse Vol.1 Dc Aventuras ,300.0,29.64,False
 Watchmen Dc Deluxe Pasta Dura ,820.0,81.01,True
 Injustice Año 3 Vol.2 Dc Definitive Edition ,300.0,29.64,False
 Secret Empire Pasta Dura Editorial Televisa Hist. Completa ,599.0,59.18,True
 Wolverine: Infinity Watch - Marvel Comics ,210.0,20.75,False
 Injustice Gods Among Us: Año 4 Vol.2 Dc Definitive Edition ,300.0,29.64,False
 300 Bolsas 300 Cartones P/ Comic Standar 100 Bolsas P/deluxe ,532.0,52.56,True
 Green Lantern Rebirth Lo Mejor De Dc Vol.3 ,250.0,24.7,False
 Star Wars Legends Tomo 29 La Vieja República 1 En Español ,199.0,19.76,False
 Super Heroes Marvel Busto La Bestia ( Beast ) ,750.0,74.09,True
 Pride Of Baghdad Vertigo ,260.0,25.69,False
 Batman Vol.2 Ciudad De Buhos Dc Showcase ,250.0,24.7,False
 Deadpool Vol.1 (vol.1 Al 5) Tpb Coleccion Marvel 21 ,220.0,21.73,False
 Comic Marvel Deluxe Venomized Nuevo Y Sellado Español ,599.0,49.92,True
 [español] Amazing Fantasy #15 Primera Aparición Spiderman ,79.0,,False
 Harley Quinn Rebirth Vol.3 Carne Roja Televisa Tpb ,240.0,23.71,False
 Dc Universe Batman Detective Comics Volumen 8 Desde Afuera ,169.0,14.08,False
 Hellblazer Vol.4 (vol.19 Al 23) Vertigo Tpb ,240.0,23.71,False
 Untold Legend Of The Batman Completo Dc Comic Televisa 2019 ,250.0,24.7,False
 Invader Zim 1 A 8 Nuevos Español ,325.0,32.11,False
 Flash Rebirth Vol.4 Corriendo Con Miedo Televisa Dc Tpb ,240.0,23.71,False
 Comic Avengers Eart's Mightiest Heroes Volumen 2 Tour Mundia ,189.0,15.75,False
 Comic Manual Del Guerrero Kundalini Tomo 1 Oscar Gonzalez ,199.0,16.58,False
 Batman Vol.7 La Boda Tpb Televisa ,220.0,21.73,False
 Sword Art Online Sao Funda Cojin Kirito Espada Elucidator ,199.0,,False
 Comic Hellboy Vol. 2 Despierta Al Demonio Completo Sellado ,249.0,20.75,False
 Batman Venom Dc Definitive Edition ,360.0,35.57,False
 Superman Tierra Uno Dc Definitive Edition ,220.0,21.73,False
 Colección Jim Starlin 3. El Guantelete Del Infinito ,1400.0,116.67,True
 [español] Dc Semanal: V For Vendetta #2 (de 10) ,55.0,,False
 Comic Spider-gwen 1 V2 2015 Certificado De Autenticidad ,800.0,,True
 Marvel Movie Collection Fasiculo 9 Winter Soldier Esc 1:16 E ,570.0,56.31,True
 The Avengers Earths Mightiest Heroes Guerra De Los Vampiros ,189.0,15.75,False
 Comic Dc Universe Flash Volumen 6 Un Frio Dia En El Infiern ,179.0,14.92,False
 Giant Size Little Marvel A Vs X Marvel Aventuras ,220.0,21.73,False
 La Muerte De La Antorcha Humana Marvel Monster Edition ,210.0,20.75,False
 Libro: El Retrato De Dorian Grey Autor: Oscar Wilde ,135.0,,True
 Marvel Smash Mystery Pack Con Cuatro Comics Sorpresa ,119.0,11.76,False
 Batman Vol.8 Dias Frios Tpb Televisa ,220.0,21.73,False
 Predator Depredador Vol.1 Dark Horse Onmibus ,620.0,61.25,True
 Venom Vs Spiderman 1 Todd Mcfarlane Marvel Comics 300 ,65.0,,False
 Dark Nights Metal Batman Murder Machine Vol.1 Televisa 2018 ,109.0,10.77,False
 Joker Dc Black Label Deluxe Pasta Dura ,650.0,64.21,True
" Daytripper ,definitive Edition Vertigo Comics Edit. Televisa ",329.0,32.5,False
 Comic Dc He-man / Thundercats # 1 Carton Y Bolsita! ,55.0,,False
 Dark Nights Metal Vol.4 Variante Jim Lee Dc Televisa 2018 ,152.0,15.02,False
 Dark Nights Metal Vol.3 Variante Andy Dc Comic Televisa 2018 ,117.0,11.56,False
 Comic Batman The Dronwed Dark Nights Metal Edicion Especial ,109.0,9.08,False
" Dc Comics, Dark Nights Metal: Rising, Deluxe, Español ",549.0,54.24,True
 Colección Infinity Thanos 9 Tomos Editorial Televisa Español ,3599.0,355.55,True
 Naruto Banda Konoga Renegado Grabada En Acero Inoxidable ,185.0,18.28,True
 Spider-verse Vol.1 Y 2 Marvel Deluxe Pasta Dura ,1800.0,177.83,True
 Marvel Zombies Return Vol.5 Marvel Semanal Televisa 2018 ,59.0,,False
 Dark Nights Metal Hawkman Found Vol.1 Dc Televisa 2018 ,109.0,10.77,False
 Dk3 Vol.2 Variante Frank Milller Dc Comic´s Televisa 2018 ,134.0,13.24,False
 Batman Rebirth Vol.12 El Boton 1 Dc Comic´s Televisa 2018 ,77.0,,False
 Comic Marvel Spiderman /deadpool 31 Area 14 Español ,65.0,,False
 Batman Detective Comic Vol.1000 Jock Dc Televisa 2019 ,130.0,12.84,False
 Spider-man Venganza De Green Goblin Editorial Vid Mexico ,117.0,11.56,False
 Dk3 Vol.6 Variante Greg Tocchini Dc Comic´s Televisa 2018 ,134.0,13.24,False
 Comic The Batman Who Laughs #5 Español Metal ,89.0,,False
 Daredevil / Thor Numeros Sueltos Televisa ,45.0,,False
 Dk3 Vol.5 Variante Frank Miller Dc Comic´s Televisa 2018 ,134.0,13.24,False
 Dk3 Vol.9 Variante Frank Quitely Dc Comic´s Televisa 2018 ,134.0,13.24,False
 Comic Set - Spider-man Renew Your Vows #11 Campbell Firmado ,3950.0,390.23,True
 Dk3 Vol.7 Variante Frank Miller Dc Comic´s Televisa 2018 ,134.0,13.24,False
 Batman White Knight Vol.4 Variante Dc Semanal Televisa 2018 ,117.0,11.56,False
 Dk3 Vol.6 Variante Frank Miller Dc Comic´s Televisa 2018 ,134.0,13.24,False
 Comic Batma Detective Comics # 880 Edicion Especial ,99.0,,False
 Comic The Batman Who Laughs #7 Ultimo Número Español ,89.0,,False
 Batman Who Laughs Grim Knight Dc Comic´s Televisa 2019 ,109.0,10.77,False
 Comic Dc Universe Superman # 17 Declaracion ,55.0,,False
 Dark Nights Metal Batman Lost Vol.1 Dc Televisa 2018 ,109.0,10.77,False
 The Amazing Spider-man Vol.68 Marvel Televisa 2012 ,65.0,,False
 Dark Nights Metal Wild Hunt Vol.1 Dc Televisa 2018 ,109.0,10.77,False
 Marvel Movie Collection Fasiculo # 23 Iron Man (mark Xlvi) ,498.0,49.2,False
 Comic Marvel Monster Edition The Infinity War Libro 5 Sellad ,599.0,49.92,True
 Libro: Nunca Mas Autor: Edgar Allan Poe ,135.0,,True
" Comics Andanzas De Aniceto (1987-1988), Editormex ",45.0,,False
 Caja Con 50 Sobres De Estampas Panini Liga De La Justicia ,220.0,21.73,False
 Batman Tmnt Tortugas Ninjas 3 Vol.2 Dc Televisa 2019 ,59.0,,False
 Marvel Mons Edition The Infinity Gauntlet Las Consecuencias ,549.0,54.24,True
 Comic Ingles Venom The War Of The Realms No.14 Marvel ,85.0,,False
 Clorox Toallitas Desinfectantes Aroma Fresco ,200.0,,False
 Amazing Spider-man Vol.793 Marvel Televisa 2018 ,77.0,,False
 The Amazing Spider-man Vol.67 Marvel Televisa 2012 ,65.0,,False
" Grandes Autos Memorables - Varios Numeros, Cada Uno Por ",359.0,35.47,False
 Heroes In Crisis Vol.2 Dc Comic Televisa 2019 ,77.0,,False
 Comic Marvel Spider-geddon # 1 Portada Variante Español ,65.0,,False
 Libro Marvel Avengers Guia De Personajes Ultimate ,450.0,,False
 Comic Watchmen # 11 Español Carton Bolsa Gratis Alan Moore ,65.0,,False
 Batman Vol.28 Variante Jim Lee 1 Dc Comic´s Televisa 2019 ,81.0,,False
 Dc Comics Suicide Squad Black Files # 3 Klarion Liberadol ,59.0,,False
 Batman Rebirth Vol.11 Soy Bane Dc Comic´s Televisa 2018 ,77.0,,False
 Comic Batman Who Laughs No.5 Dc Universe (ingles) ,80.0,,False
 Harley Quinn Vol.30 Variante Dc Comic´s Televisa 2018 ,65.0,,False
" Bolsa De Papel Tory Burch, O Swarovski ",199.0,19.66,True
 Comic Batman No.52 (ingles) Dc Universe ,90.0,,False
 The Amazing Spider-man Vol.74 Marvel Televisa 2013 ,65.0,,False
 Amazing Spider-man Vol.4 Marvel Televisa 2014 ,77.0,,False
 Batman Rebirth Vol.9 Azoteas Dc Comic´s Televisa 2018 ,77.0,,False
 Heroes In Crisis Vol.9 Dc Comic Televisa 2019 ,77.0,,False
 Marvel Movie Collection Fasiculo # 22 Yellow Jacket Sellado! ,498.0,49.2,False
 Batman Rebirth Vol.6 Soy Suicida Dc Comic´s Televisa 2018 ,77.0,,False
 Superman Action Comics Rebirth Vol.4 Dc Comic Televisa 2018 ,77.0,,False
 Superman Action Comics Rebirth Vol.8 Dc Comic Televisa 2018 ,77.0,,False
 Green Lantern Corps Rebirth Vol.13 Dc Comic Televisa 2018 ,77.0,,False
 Wonder Woman Rebirth Vol.13 Dc Comic´s Televisa 2018 ,77.0,,False
 Green Lantern Corps Rebirth Vol.8 Dc Comic Televisa 2018 ,77.0,,False
 Comic Batman Beyond No.23 (ingles) Dc Universe ,90.0,,False
 Peter Parker Spider-man Vol.299 Marvel Televisa 2018 ,77.0,,False
 Wonder Woman Vol.28 Dc Comic´s Televisa 2019 ,77.0,,False
 Old Man Logan Vol.2 Secret Wars Marvel Semanal Televisa 2015 ,53.0,,False
 Paquete De Boldas Y Cartones P/comics Respaldo Y Proteccion ,145.0,14.32,False
 Spider-man Blue Saga Completa 6 Comics Marvel Televisa 2016 ,350.0,34.58,False
 Futures End Vol.10 Dc Comic´s Televisa 2015 ,94.0,,False
 Spider-verse Vol.2 Marvel Semanal Televisa 2015 ,77.0,,False
 Spider-woman Vol.4 Spider-verse Marvel Televisa 2015 ,77.0,,False
 Edge Of Spider-verse Vol.2 Marvel Semanal Televisa 2015 ,77.0,,False
 Set Porta Vasos Duff Simpsons ,140.0,11.67,False
 Taza Magica Dragon Ball Super Goku Ultra Instinto Dominado. ,236.0,19.71,True
 Yuri On Ice Cuaderno 5 Modelos Libreta ,89.0,,False
 Libreta Star Wars Cuaderno Varios Modelos Hojas Adornadas ,89.0,,False
 Justice League No Justice Vol.2 Dc Comic Televisa 2019 ,77.0,,False
 Batgirl Rebirth Vol.14 Dc Comic´s Televisa 2019 ,77.0,,False
 Spider Gwen Vol.3 Variante Marvel Televisa 2015 ,65.0,,False
 Collar Rey De Los Mares Como El De La Peli Aqua Verde ,239.0,19.92,True
 Green Lantern Vol.0 Dc Comic´s Televisa 2013 ,65.0,,False
 Batman Detective Comic Rebirth Vol.16 Dc Comic Televisa 2018 ,77.0,,False
 Batman Tmnt Tortugas Ninjas 2 Vol.1 Dc Televisa 2018 ,53.0,,False
 Karmatron Y Los Transformables Lote 11 Comics Nueva Epoca ,650.0,,True
 X-men Segunda Venida Capitulo 13 Marvel Televisa 2011 ,77.0,,False
 Flash Rebirth Vol.3 Dc Comic´s Televisa 2017 ,77.0,,False
 Superman Action Comics Rebirth Vol.9 Dc Comic Televisa 2018 ,77.0,,False
 Batman Sins Of The Father Vol.3 Dc Comic Televisa 2019 ,77.0,,False
 Comic Dc Semanal: Batman: Sins Of The Father #2 (de 6) ,59.0,,False
 Set De 3 Comicsdc Injustice 1 Harley Quinn+2 Comics Sorpresa ,320.0,,True
 Comic Marvel Symbiote Spider-man #4 (de 5) Español ,49.0,,False
 Comic Spider Geddon No.2 Marvel (ingles) ,80.0,,False
 Cómic Dc Universe New Justice League Especial 1 Nuevo Pak ,49.0,,False
 Amazing Spider-man Vol.11 Marvel Televisa 2016 ,65.0,,False
 Harley Quinn Vol.29 Dc Comic´s Televisa 2018 ,53.0,,False
 The Avengers La Guia Maxima De Los Super Heroes Mas Grandes ,599.0,,True
 Batman Vol.25 Año Cero Dc Comic´s Televisa 2014 ,65.0,,False
 The Man Of Steel Vol.2 Dc Comic Televisa 2019 ,77.0,,False
 Batman Vol.26 Dc Comic´s Televisa 2014 ,65.0,,False
 Green Lantern Vol.6 Dc Comic Televisa 2019 ,59.0,,False
 Comics Spider-verse Spider Verse 1 Y 2 Completo Español ,800.0,66.67,True
 Batman Eternal Vol.1 Dc Comic´s Televisa 2015 ,65.0,,False
 Comic Dc Universe Rebirth Superman # 12 Superman Reborn ,59.0,,False
 Amazing Spider-man Vol.16 Marvel Televisa 2017 ,59.0,,False
 Spider-man Vol.50 Editorial Vid Mexico ,59.0,,False
 Batman Detective Comics Rebirth Vol.11 Dc Televisa 2018 ,59.0,,False
 Spider-man Deadpool Vol.1 Monster Unleashed Televisa 2017 ,59.0,,False
 Batman 497 Portada Con Overlay (dc 1993) Knightfall Pt 11. ,190.0,18.77,False
 Earth 2 Tierra 2 Vol.10 Dc Comic´s Televisa 2015 ,59.0,,False
 Ant-man Vol.5 Marvel Semanal Televisa 2018 ,53.0,,False
 Spider-man 100 Aniversario Marvel Semanal Televisa 2014 ,53.0,,False
 Wonder Woman Vol.1 Futures End Dc Comic´s Televisa 2015 ,59.0,,False
 Comic Batman New 52 # 27 Carton Y Bolsa Gratis Español ,49.0,,False
 Miles Spider-man Vol.16 Marvel Televisa 2017 ,53.0,,False
 Justice League Y Power Rangers Vol.2 Dc Comi Televisa 2017 ,53.0,,False
 Comic Universo Dc: Heroes In Crisis Dc Comics ,159.0,15.71,False
 Comic Death Of Spiderman Prelude (ingles) La Muerte De ,469.0,46.33,False
 Star Wars Legends Tomo 13 Los Cazarrecompensas ,199.0,19.76,True
 Hellboy Volumen 10: El Hombre Retorcido Y Otras Historias ,215.0,21.24,False
 Batman Damned Libro Dos ,149.0,14.72,False
 Comic Superman ,220.0,21.73,True
 Comic Batman Vid ,220.0,21.73,True
 Caja Para Comics Marvel Carnage Venom Amazing Spiderman Gwen ,339.0,33.54,False
 Comic Superman Xmen Batman ,200.0,19.76,True
" The Amazing Spiderman Pack 3x2 1, 2, 3 ",359.0,35.56,False
 Comic Rebirth Justice League Vol. 3 Eternos ,139.0,13.73,False
 True Believers Amazing Spiderman 300 (2018) Mcfarlane. ,120.0,11.85,False
 Comic Dc Deluxe New Edition Batman The Killing Joke Ingles ,399.0,33.25,False
 Bolsas Protectoras P/comics Tamaño Deluxe De Pasta Dura ,99.0,,False
" Novelas Inmortales, Revistas 80s Serie 200 Al 700 ",30.0,,False
 [español] Dc Semanal: V For Vendetta #1 (de 10) ,55.0,,False
 The Amazing Spider-man: La Última Cacería De Kraven ,389.0,38.53,False
 Paquete De Bolsas Y Cartones Protectoras Para Comic ,145.0,14.32,False
 Taza Magica Steelers Casco Premium! ,248.0,20.67,True
 Comic Dc Definitive Edition Injustice 2: Volumen 4 Sellado ,349.0,29.08,True
 Amazing Spiderman # 2 - Fresh Start -televisa ,80.0,,False
 Comic Silk # 1 Certificado De Autenticidad ,550.0,,True
" Spider Gwen Pack 3x2 1, 2 ,3 ",359.0,35.56,False
 Bakugan Bakubox 1 Bakugan+ 10 Figuras Accion 2 Pulgadas ,650.0,64.21,True
 25bolsas Y Cartones Tamaño Grande Para Comic ,70.0,,False
 Arma Tu X Wing Star Wars Planeta De Agostini Num. 1 Sellado. ,59.0,,False
 Avatar The Last Air Bender La Promesa 1 Español Nuevo ,167.0,16.5,False
 Karmatron Y Los Transformables Lote 10 Comics Nueva Epoca -2 ,699.0,,True
 Paquete Anillo Clark Prepa Small + Dije Viajero Villa Chica ,599.0,59.18,True
 Dc Comics Deluxe Superman Red Son Mark Millar Español ,399.0,33.25,False
 Camino A Secret Empire Marvel Aventuras ,300.0,29.64,False
 [español] Marvel Semanal: Man Without Fear #1 ,49.0,,False
 Funko Pop Marvel Loki Cromado Gold Dorado ,399.0,39.42,True
 Funko Pop Comics Hellboy: Hellboy With Jacket ,299.0,,False
 {español] Dc Semanal: He-man/thundercats #5 (de 6) ,49.0,,False
 Sakura Card Captor Pluma ,35.0,,False
 Spider Island (2016) $60 C/u ,60.0,,False
 Batman (2012-) $60 C/u ,60.0,,False
 Comic Dc Universe Rebirth Wonder Woman Volumen 1 Mentiras ,199.0,16.58,False
 V For Vendetta Venganza Deluxe Collector Comic + Mascara ,999.0,83.25,True
 [español] Dc Semanal: V For Vendetta #3 (de 10) ,55.0,,False
" 1,2,4,5 Y 6 De Scott Pilgrim Color Tapa Dura Español ",1940.0,191.66,True
 Comic El Cuervo The Crow James O ´ Barr En Español ,1099.0,91.58,True
 [español] Dc Universe Vs Masters Of The Universe #4 (de 6) ,55.0,,False
 La Bestia Comics Editorial Vid Años 90´s 30.00 C/u ,30.0,,False
 Comic Dc Clásicos Modernos: Batman Adventures Mad Love ,359.0,29.92,True
 Comic The Sandman Preludios Nocturnos 30 Aniversario Vol: 1 ,359.0,29.92,False
 Panini Comics Conan ,239.0,19.92,False
 Dc Comics Deluxe: Doomsday Clock Pasta Dura ,590.0,58.29,True
 The Watchmen Comic Nueva Edición Pasta Dura En Español ,680.0,67.18,True
 Detective Comics Vol.9 Desfigura El Rostro Tpb ,220.0,21.73,False
 Comic Marvel Best Sellers The Avengers Disassembled Sellado ,199.0,16.58,False
 Comic Hellboy # 4 La Mano Derecha De Perdicion Mike Mignola ,249.0,20.75,False
 Comic Spawn # 250 Nuevo Sellado Editorial Kamite ,109.0,9.08,False
 Juego De Tronos Comics Precuela Caballero Errate Espada Leal ,1017.0,100.47,True
 The Witcher Vol 1 Casa De Cristal Sellado !! ,215.0,21.24,False
 Figura De Extraño Mundo De Jack Disney Behenoth Coapse ,849.0,83.87,True
 Dc Comics All-star Superman Black Label Pasta Dura Deluxe ,550.0,54.34,True
 Batman Damned (black Label) Comic 3 (2019) 1ra Edicion. ,700.0,58.33,True
" The Killing Joke, Deluxe Edition Ingles Pasta Dura ",549.0,45.83,True
 Comic Green Lantern Renacimiento # 1 Editorial Vid Español ,49.0,,False
 Batman Who Laughs Vol.5 Dc Comic´s Televisa 2019 ,109.0,10.77,False
 Batman Who Laughs Vol.4 Dc Comic´s Televisa 2019 ,109.0,10.77,False
 Reloj De L De Death Note Acero Inoxidable ,280.0,27.74,True
 Funko Pop Iron Fist Gold And White Costume Marvel ,899.0,74.92,True
 Comic Wonder Woman No.56 Dc Universe (ingles) Metalizada ,100.0,9.88,False
 Dc Black Label Kingdom Come ,549.0,54.24,True
 Batman Rebirth Vol.10 Soy Bane Dc Comic´s Televisa 2018 ,77.0,,False
 Justice League Dark Vol.7 Dc Comic´s Televisa 2019 ,77.0,,False
 Batman Saga De La Corte De Los Buhos De Dc Comics Mexico ,520.0,51.37,True
 Avengers Elige Modelo -thor-dr Extraño-iron Man-capi-widow ,339.0,33.49,True
 Watchmen Dc Modern Classics Edition Comic Pasta Dura Ingles ,999.0,83.25,True
 Forever Evil Serie Completa 22 Comic Dc Comic´s Televisa ,1298.0,128.23,True
 Ironman Compatibles Infinity War 8fig ¡envio Gratis! . ,449.0,44.36,True
 The Avengers ,350.0,,False
 La Saga Del Traje Alienígena ,400.0,39.52,False
 Clásicos Ilustrados Editorial La Prensa Vintage 70's ,90.0,,False
 Fear Itself The Fearless Completa 12 Núm. Editorial Televisa ,499.0,49.3,True
 Funko Pop Dr Strange ,469.0,46.33,False
" Kaliman, Águila Solitaria, Samurai, Orión, Arandú, Completas ",399.0,33.33,False
 Comic Spider Gwen Campbell Spider Women #7 Variant ,110.0,,False
 The League Of Extraordinary Gentlemen Vol 2 Planeta ,499.0,49.3,True
 Dc Superhéroes Alex Ross Pasta Dura Editorial Televisa ,490.0,48.41,False
 Pride Of Baghdad Seven Pecados Capitales Legends Enchanted ,479.0,39.92,True
 Funko Rock Candy Lady Thor Marvel Figure Vinyl ,849.0,70.75,True
 Dc Black Label: Batman: Damned ,459.0,45.35,False
 Karmatron Y Los Transformables Lote 10 Comics Nueva Epoca -3 ,699.0,,True
 Comic Marvel Deluxe Spider-man Deadpool Pasta Dura ,398.0,39.32,False
 Comic Punk Rock Jesus ,449.0,37.42,False
 Ceramic Mug Taza Funko Pop! Kylo Ren Star Wars Skywalker ,399.0,39.42,False
 Halcon Milenario - Fasciculo 34 - Planeta Deagostini ,405.0,40.01,True
 Daredevil Born Again Marvel Monster Edition ,375.0,37.05,False
 Arma Tu R2- D2 Star Wars Planeta Deagostini ,399.0,39.42,False
 X-men 1 Holograma Promocional Plata De Jim Lee 1992. ,390.0,38.53,False
 Aviones De Combate Salvat Lf/a-18e Super Hornet Eagles No 03 ,1249.0,123.39,True
